Année,situation,Taux d’insertion,Part des emplois de niveau cadre ou profession intermédiaire,Part des emplois de niveau cadre,% emplois extérieurs à la région de l’université,Part des emplois stables,Part des emplois à temps plein,Salaire net mensuel médian des emplois à temps plein,Salaire brut annuel estimé,Premier quartile des salaires nets mensuels des emplois à temps plein,Dernier quartile des salaires nets mensuels des emplois à temps plein,Part des diplômés boursiers dans la discipline,Part des femmes,Taux de chômage national,Salaire net mensuel médian national,Salaire net mensuel national 1er quartile,Salaire net mensuel national 3ème quartile,Disciplines_encoded,Domaine_encoded,Discipline_encoded,Secteur disciplinaire_encoded
2014,1,88.0,80.0,54.0,40.0,64.0,91.0,-0.25911921358582046,-0.30133046780732686,-0.45454650714860745,-0.1770872807597614,29.0,68.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.21929026387625114,0.017288444040036398,0.017288444040036398
2013,0,79.0,74.0,42.0,36.0,41.0,83.0,-1.201552801222279,-1.208489778716437,-1.3559704460782234,-1.2924850563567818,31.0,69.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.014558689717925387,0.21929026387625114,0.11828935395814377,0.014558689717925387
2019,1,93.0,94.0,66.0,45.0,60.0,98.0,0.290633712535447,0.23806155489538725,0.3567350378880469,0.18271845330379358,32.0,56.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2011,1,87.0,91.0,62.0,48.0,57.0,96.0,-0.25911921358582046,-0.30133046780732686,-0.27426171936268423,-0.3569901477915389,29.0,57.0,9.7,-1.477468542378848,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2012,0,81.0,83.0,52.0,42.0,42.0,92.0,-0.8481402058586069,-0.8897581289375605,-0.7249736888274921,-1.076601615918649,29.0,56.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2018,0,72.0,73.0,37.0,47.0,25.0,88.0,-1.8298418596465846,-1.84595307827419,-0.6799024918810114,-0.7167958818550939,41.0,59.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2014,0,90.0,73.0,38.0,30.0,48.0,85.0,-1.3193569996768362,-1.3310788747852358,-1.4010416430247041,-1.4364073499822039,25.0,86.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2020,1,94.0,84.0,41.0,29.0,64.0,95.0,-0.14131501513126316,-0.20325919095228795,0.2215214470486045,-0.3569901477915389,47.0,86.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2012,0,89.0,81.0,43.0,26.0,44.0,84.0,-1.240820867373798,-1.2575254171439565,-1.1306144613458193,-1.3644462031694928,28.0,86.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2016,1,91.0,86.0,57.0,33.0,59.0,90.0,-0.5339956766464542,-0.571026479158684,-0.45454650714860745,-0.10512613394705042,35.0,84.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2014,1,84.0,77.0,46.0,32.0,50.0,88.0,-0.9266763381616452,-0.9633115865788396,-0.9503296735598962,-0.9326793222932269,33.0,74.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.21929026387625114,0.11828935395814377,0.017288444040036398
2018,1,92.0,97.0,83.0,48.0,83.0,98.0,1.429407630929501,1.3168456003008155,1.6187285523895092,1.226155082088103,18.0,19.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.015468607825295723,0.41310282074613286,0.12010919017288443,0.015468607825295723
2014,0,99.0,97.0,97.0,42.0,86.0,100.0,1.9398924908992492,1.83171980378977,0.3116638409415661,0.038796159678371585,21.0,17.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.015468607825295723,0.41310282074613286,0.12010919017288443,0.015468607825295723
2019,1,100.0,100.0,81.0,32.0,97.0,100.0,1.3116034324749437,1.2187743234457766,1.7539421432289515,1.154193935275392,24.0,29.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.015468607825295723,0.41310282074613286,0.12010919017288443,0.015468607825295723
2015,1,94.0,93.0,93.0,29.0,94.0,94.0,0.5655101755960807,0.4832397470329846,0.7173046134598933,0.722427054399126,16.0,21.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.015468607825295723,0.41310282074613286,0.12010919017288443,0.015468607825295723
2012,1,97.0,97.0,94.0,24.0,95.0,100.0,0.5262421094445616,0.45872192781922483,0.6046266210936913,0.45257275385145984,26.0,15.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.015468607825295723,0.41310282074613286,0.12010919017288443,0.015468607825295723
2014,1,90.0,94.0,67.0,39.0,69.0,95.0,0.5262421094445616,0.45872192781922483,0.3567350378880469,0.9023299214309035,28.0,76.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.01364877161055505,0.41310282074613286,0.12010919017288443,0.01364877161055505
2015,0,92.0,92.0,60.0,46.0,64.0,94.0,-0.18058308128278225,-0.2522948293798074,-0.0038345376837994856,0.0028155862720160825,27.0,70.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.01364877161055505,0.41310282074613286,0.12010919017288443,0.01364877161055505
2013,0,87.0,94.0,71.0,53.0,60.0,98.0,1.3116034324749437,1.2187743234457766,-0.0038345376837994856,2.3415528576851234,29.0,69.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.012738853503184714,0.41310282074613286,0.12010919017288443,0.012738853503184714
2016,0,95.0,94.0,76.0,68.0,56.0,96.0,1.2723353663234245,1.1942565042320168,0.8975894012458164,1.082232788462681,34.0,61.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.012738853503184714,0.41310282074613286,0.12010919017288443,0.012738853503184714
2016,1,95.0,93.0,76.0,68.0,77.0,95.0,2.0184286232022877,1.9297910806448089,1.7990133401754322,2.017727697027924,34.0,61.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.012738853503184714,0.41310282074613286,0.12010919017288443,0.012738853503184714
2015,0,92.0,96.0,77.0,61.0,48.0,98.0,1.390139564777982,1.2923277810870557,1.3032301737641436,1.3340968023071695,23.0,68.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.012738853503184714,0.41310282074613286,0.12010919017288443,0.012738853503184714
2018,1,93.0,85.0,41.0,38.0,79.0,87.0,-0.5339956766464542,-0.571026479158684,-0.45454650714860745,-0.7167958818550939,34.0,42.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2019,1,95.0,80.0,41.0,43.0,80.0,92.0,-0.45545954434341596,-0.49747302151740475,-0.3644041132556458,-0.5368930148233164,32.0,38.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2020,0,91.0,80.0,38.0,40.0,73.0,83.0,-0.45545954434341596,0.06643682039906912,-0.4996177040950882,-0.7167958818550939,33.0,37.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2019,0,90.0,74.0,36.0,43.0,69.0,87.0,-0.8088721397070879,-0.49747302151740475,-0.5897600979880498,-0.8966987488868714,32.0,38.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2012,1,92.0,78.0,42.0,51.0,76.0,86.0,-1.0444805366162024,-1.0613828634338787,-0.9503296735598962,-1.076601615918649,26.0,41.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2017,1,93.0,85.0,47.0,44.0,79.0,91.0,-0.45545954434341596,-0.49747302151740475,-0.45454650714860745,-0.5368930148233164,37.0,38.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2019,1,94.0,93.0,52.0,55.0,73.0,98.0,0.2513656463839279,0.1890259164678678,0.44687743178100847,0.18271845330379358,34.0,57.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2020,0,83.0,91.0,54.0,51.0,47.0,98.0,-0.45545954434341596,0.06643682039906912,-0.13904812852324186,-0.7167958818550939,34.0,70.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2012,1,91.0,94.0,65.0,55.0,76.0,97.0,0.13356144792937058,0.06643682039906912,0.13137905315564288,-0.10512613394705042,23.0,51.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2017,1,88.0,92.0,67.0,50.0,64.0,98.0,0.3299017786869661,0.262579374109147,0.3116638409415661,0.14673787989743808,39.0,54.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2013,0,78.0,86.0,57.0,53.0,57.0,89.0,-0.5339956766464542,-0.571026479158684,-0.0038345376837994856,0.07477673308472708,39.0,25.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2018,0,94.0,97.0,86.0,47.0,78.0,98.0,1.2330673001719055,1.1452208658044973,1.5285861584965474,0.7943882012118371,29.0,24.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2014,0,78.0,91.0,49.0,47.0,57.0,97.0,-1.0052124704646834,-1.0368650442201188,0.3116638409415661,0.038796159678371585,20.0,37.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2015,0,87.0,93.0,49.0,42.0,63.0,96.0,-0.6517998751010114,-0.6936155752274826,0.3116638409415661,0.0028155862720160825,33.0,45.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2019,0,98.0,91.0,82.0,27.0,82.0,91.0,-0.45545954434341596,-0.30133046780732686,0.0863078562091621,-1.076601615918649,21.0,77.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.01910828025477707,0.017288444040036398,0.017288444040036398
2015,0,98.0,93.0,87.0,27.0,90.0,92.0,-0.41619147819189684,-0.472955202303645,-0.0038345376837994856,-1.076601615918649,19.0,78.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.017288444040036398,0.01910828025477707,0.017288444040036398,0.017288444040036398
2014,1,91.0,94.0,73.0,48.0,76.0,96.0,0.5262421094445616,0.45872192781922483,0.44687743178100847,0.6504659075864151,31.0,40.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.017288444040036398,0.017288444040036398
2019,0,87.0,93.0,70.0,45.0,72.0,96.0,0.7618505063536762,1.1207030465907377,0.6722334165134124,0.722427054399126,31.0,40.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.017288444040036398,0.017288444040036398
2020,1,94.0,95.0,77.0,44.0,82.0,97.0,1.5864798955355774,1.4884703347971338,1.438443764603586,1.7658636831834356,31.0,40.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.017288444040036398,0.41310282074613286,0.017288444040036398,0.017288444040036398
2020,0,89.0,93.0,72.0,44.0,72.0,96.0,0.8403866386567144,1.4884703347971338,0.8074470073528548,0.9023299214309035,31.0,40.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.017288444040036398,0.41310282074613286,0.017288444040036398,0.017288444040036398
2012,0,86.0,92.0,70.0,51.0,65.0,95.0,0.13356144792937058,0.06643682039906912,-0.0038345376837994856,-0.06914556054069491,30.0,39.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.017288444040036398,0.017288444040036398
2012,1,90.0,93.0,72.0,51.0,77.0,96.0,0.5262421094445616,0.45872192781922483,0.3567350378880469,0.47056304055463755,30.0,39.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.017288444040036398,0.017288444040036398
2019,0,84.0,92.0,61.0,53.0,56.0,96.0,0.13356144792937058,0.45872192781922483,0.04123665926268131,0.3626213203355711,33.0,63.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.014558689717925387,0.41310282074613286,0.060964513193812554,0.014558689717925387
2017,1,89.0,94.0,69.0,52.0,69.0,97.0,0.3299017786869661,0.262579374109147,0.13137905315564288,0.5425241873673485,35.0,62.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.014558689717925387,0.41310282074613286,0.060964513193812554,0.014558689717925387
2019,0,85.0,92.0,61.0,52.0,55.0,96.0,0.21209758023240877,0.45872192781922483,0.13137905315564288,0.3626213203355711,33.0,67.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.060964513193812554,0.017288444040036398
2018,1,86.0,94.0,70.0,51.0,75.0,97.0,0.3299017786869661,0.262579374109147,0.3567350378880469,0.18271845330379358,34.0,44.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.060964513193812554,0.017288444040036398
2013,1,80.0,86.0,60.0,56.0,56.0,94.0,-0.7303360074040497,-0.7671690328687618,-0.8151160827204538,-0.3569901477915389,37.0,49.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.060964513193812554,0.017288444040036398
2019,0,83.0,89.0,62.0,55.0,57.0,95.0,-0.14131501513126316,0.21354373568162752,-0.31933291630916505,-0.3210095743851834,34.0,44.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.060964513193812554,0.017288444040036398
2017,1,88.0,92.0,65.0,56.0,71.0,97.0,0.015757249474813266,-0.031634456455969816,-0.22919052241620347,0.0028155862720160825,33.0,48.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.017288444040036398,0.41310282074613286,0.060964513193812554,0.017288444040036398
2011,1,84.0,92.0,68.0,61.0,65.0,94.0,-0.37692341204037777,-0.42391956387612556,-0.40947531020212663,-0.3569901477915389,29.0,50.0,9.7,-1.477468542378848,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.060964513193812554,0.017288444040036398
2013,1,92.0,84.0,50.0,50.0,69.0,94.0,-0.37692341204037777,-0.42391956387612556,-0.45454650714860745,-0.6088541616360273,26.0,68.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.011828935395814377,0.41310282074613286,0.060964513193812554,0.011828935395814377
2017,0,63.0,80.0,42.0,69.0,48.0,90.0,0.6244122748233594,0.5567932046742637,0.987731795138778,0.3806116070387488,42.0,61.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.011828935395814377,0.41310282074613286,0.060964513193812554,0.011828935395814377
2014,0,81.0,81.0,41.0,44.0,48.0,97.0,-0.8481402058586069,-0.8897581289375605,-1.2207568552387809,-0.8247376020741604,31.0,67.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.011828935395814377,0.41310282074613286,0.060964513193812554,0.011828935395814377
2011,1,79.0,87.0,59.0,45.0,69.0,92.0,-0.41619147819189684,-0.472955202303645,-0.09397693157676107,-0.5728735882296719,29.0,59.0,9.7,-1.477468542378848,-0.9109036662287666,-0.9109036662287666,0.011828935395814377,0.41310282074613286,0.060964513193812554,0.011828935395814377
2012,0,81.0,81.0,47.0,46.0,46.0,96.0,-1.0444805366162024,-1.0613828634338787,-1.3559704460782234,-0.9686598956995824,29.0,61.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.011828935395814377,0.41310282074613286,0.060964513193812554,0.011828935395814377
2013,1,84.0,95.0,60.0,53.0,69.0,97.0,0.055025315626332366,-0.007116637242210079,-0.0038345376837994856,0.4345824671482821,29.0,65.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2014,1,86.0,92.0,61.0,55.0,71.0,98.0,0.4084379109900043,0.3361328317504262,0.2215214470486045,0.2546796001165046,27.0,62.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2016,0,83.0,96.0,67.0,52.0,54.0,97.0,-0.10204694897974403,-0.1542235525247685,-0.0038345376837994856,-0.3569901477915389,29.0,62.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2012,0,80.0,91.0,57.0,63.0,50.0,96.0,-0.25911921358582046,-0.30133046780732686,-0.45454650714860745,-0.24904842757247242,32.0,64.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2016,1,91.0,97.0,72.0,52.0,76.0,99.0,0.5655101755960807,0.4832397470329846,0.6271622195669316,0.3626213203355711,29.0,62.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2017,0,88.0,98.0,84.0,58.0,75.0,96.0,0.7225824402021571,0.6548644815293028,1.3483013707106244,0.39860189374192656,29.0,17.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2018,1,90.0,97.0,88.0,55.0,80.0,97.0,1.6257479616870965,1.5129881540108934,1.66379974933599,1.370077375713525,32.0,24.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2014,1,92.0,96.0,82.0,50.0,78.0,98.0,0.6440463078991189,0.5813110238880235,0.44687743178100847,0.47056304055463755,33.0,24.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2018,0,93.0,97.0,84.0,55.0,77.0,97.0,0.9189227709597526,0.8510070352393806,1.3032301737641436,0.6144853341800596,32.0,24.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2012,1,89.0,97.0,85.0,55.0,83.0,99.0,0.9189227709597526,0.8510070352393806,0.8975894012458164,0.722427054399126,31.0,20.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2017,1,94.0,99.0,86.0,58.0,85.0,98.0,1.3508714986264627,1.2432921426595362,1.5736573554430282,1.082232788462681,29.0,17.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2015,0,85.0,95.0,83.0,44.0,69.0,96.0,0.7225824402021571,0.6548644815293028,0.8975894012458164,0.29066017352286005,30.0,16.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2014,1,93.0,97.0,78.0,75.0,68.0,98.0,0.9974589032627909,0.9245604928806598,0.44687743178100847,0.6504659075864151,43.0,46.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.012738853503184714,0.41310282074613286,0.09645131938125569,0.012738853503184714
2014,0,86.0,92.0,78.0,75.0,57.0,98.0,0.3299017786869661,0.262579374109147,0.3116638409415661,0.038796159678371585,43.0,46.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.012738853503184714,0.41310282074613286,0.09645131938125569,0.012738853503184714
2013,1,92.0,97.0,89.0,47.0,85.0,99.0,1.9006244247477302,1.8072019845760101,1.7990133401754322,2.7013585917486784,35.0,38.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2019,1,94.0,97.0,91.0,46.0,88.0,98.0,2.8823260785357077,2.76339693391264,2.700437279105048,3.7807757939393434,31.0,31.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2016,0,92.0,99.0,95.0,45.0,87.0,98.0,2.725253813929631,2.591772199416322,2.339867703533202,3.097144899218589,29.0,27.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2016,1,97.0,97.0,95.0,45.0,90.0,100.0,3.5891512692630516,3.4498958718979122,2.700437279105048,4.140581528002898,29.0,27.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2012,1,93.0,97.0,88.0,42.0,79.0,96.0,0.9189227709597526,0.8510070352393806,1.1229453859782204,1.1901745086817475,31.0,38.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.09645131938125569,0.017288444040036398
2013,1,100.0,100.0,96.0,35.0,93.0,100.0,2.3718412185659594,2.2485227304236854,0.44687743178100847,0.47056304055463755,18.0,26.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.015468607825295723,0.41310282074613286,0.12010919017288443,0.015468607825295723
2011,1,92.0,100.0,95.0,36.0,96.0,100.0,2.4503773508689974,2.3465940072787244,0.44687743178100847,0.47056304055463755,29.0,20.0,9.7,-1.477468542378848,-0.9109036662287666,-0.9109036662287666,0.015468607825295723,0.41310282074613286,0.12010919017288443,0.015468607825295723
2016,1,97.0,100.0,100.0,31.0,92.0,100.0,2.2933050862629214,2.1749692727824064,1.2356233783444224,0.9203202081340813,20.0,9.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.015468607825295723,0.41310282074613286,0.12010919017288443,0.015468607825295723
2018,0,91.0,94.0,70.0,47.0,68.0,94.0,0.13356144792937058,0.06643682039906912,0.2215214470486045,0.18271845330379358,38.0,58.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.01364877161055505,0.41310282074613286,0.12010919017288443,0.01364877161055505
2014,1,91.0,96.0,86.0,64.0,73.0,99.0,2.4896454170205167,2.371111826492484,1.7990133401754322,2.521455724716901,28.0,70.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.012738853503184714,0.41310282074613286,0.12010919017288443,0.012738853503184714
2012,1,92.0,100.0,78.0,60.0,71.0,96.0,1.6257479616870965,1.5129881540108934,1.3483013707106244,2.3415528576851234,26.0,72.0,10.1,-1.0001793218984383,-0.9109036662287666,-0.9109036662287666,0.012738853503184714,0.41310282074613286,0.12010919017288443,0.012738853503184714
2017,0,90.0,82.0,39.0,44.0,64.0,85.0,-1.0444805366162024,-1.0613828634338787,-0.9052584766134154,-1.2565044829504264,37.0,38.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2018,0,91.0,82.0,37.0,38.0,67.0,85.0,-0.8481402058586069,-0.8897581289375605,-0.8601872796669345,-0.9686598956995824,34.0,42.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2017,0,90.0,91.0,64.0,50.0,52.0,98.0,-0.45545954434341596,-0.49747302151740475,-0.27426171936268423,-0.7167958818550939,39.0,54.0,7.8,0.11349552588918434,-0.43374297548262314,-0.43374297548262314,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2014,1,95.0,94.0,76.0,40.0,76.0,94.0,0.4084379109900043,0.3361328317504262,0.44687743178100847,0.3626213203355711,28.0,50.0,9.3,-0.3637936945912254,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2016,0,89.0,91.0,64.0,54.0,56.0,95.0,-0.45545954434341596,-0.49747302151740475,-0.27426171936268423,-0.3569901477915389,34.0,59.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2019,1,92.0,97.0,84.0,55.0,89.0,99.0,1.9006244247477302,1.8072019845760101,2.0243693249078363,1.513999669338947,30.0,18.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2020,0,92.0,95.0,82.0,55.0,79.0,99.0,1.3116034324749437,1.8072019845760101,1.7539421432289515,1.082232788462681,24.0,19.0,6.9,2.0226524078108232,2.4292211689942373,2.4292211689942373,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2016,1,88.0,100.0,88.0,38.0,94.0,100.0,0.8403866386567144,0.7529357583843417,1.2356233783444224,0.9203202081340813,32.0,15.0,8.5,-1.0001793218984383,-1.38806435697491,-1.38806435697491,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2011,1,90.0,86.0,58.0,47.0,77.0,95.0,-0.4947276104949351,-0.5219908407311645,0.44687743178100847,0.47056304055463755,29.0,45.0,9.7,-1.477468542378848,-0.9109036662287666,-0.9109036662287666,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2015,1,92.0,93.0,51.0,42.0,78.0,98.0,-0.37692341204037777,-0.42391956387612556,0.7173046134598933,0.722427054399126,33.0,45.0,8.6,-0.44334189800462703,-0.19516263010955143,-0.19516263010955143,0.017288444040036398,0.41310282074613286,0.12010919017288443,0.017288444040036398
2013,0,97.0,92.0,84.0,24.0,87.0,92.0,-0.6517998751010114,-0.6936155752274826,0.13137905315564288,-1.4364073499822039,40.0,80.0,9.9,-0.3637936945912254,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.01910828025477707,0.017288444040036398,0.017288444040036398
2018,0,98.0,93.0,86.0,23.0,86.0,92.0,-0.6125318089494923,-0.6445799367999632,-0.0038345376837994856,-1.14856276273136,19.0,76.0,7.8,0.5907847463695941,0.5205784060096638,0.5205784060096638,0.017288444040036398,0.01910828025477707,0.017288444040036398,0.017288444040036398
2019,1,98.0,92.0,83.0,27.0,85.0,92.0,-0.25911921358582046,-0.30133046780732686,0.44687743178100847,-0.7167958818550939,21.0,77.0,7.2,1.3862667805036102,0.0434177152635203,0.0434177152635203,0.017288444040036398,0.01910828025477707,0.017288444040036398,0.017288444040036398
2011,1,98.0,95.0,86.0,42.0,88.0,94.0,-0.25911921358582046,-0.30133046780732686,-0.18411932546972265,-1.7242519372330478,29.0,69.0,9.7,-1.477468542378848,-0.9109036662287666,-0.9109036662287666,0.0009099181073703367,0.01910828025477707,0.0009099181073703367,0.0009099181073703367
